大類,次分類,目錄排序,穴組名稱,穴名,位置,針法,解析,圖片,理論與發揮,主治關鍵字,頁碼
五官科,耳,60,耳鳴二針,中渚,在手背部，當環指本節（掌指關節）的後方，第4、第5掌骨間凹陷處。液門上約1寸處。（附圖23）,握拳取穴，直刺，從背側面向掌側面刺入。針刺深度3~5分。,（1）中渚穴是手少陽三焦經上的輸穴，五行屬木，根據“滎輸治外經”理論，中渚穴可用於治療少陽經循行部位的疾病。少陽經繞耳入耳，中渚穴可治療目、耳、喉、頭等部位的鬱熱。 （2）臨床上，中渚穴可用於治療耳鳴、聽力下降、中耳炎（中耳感染）、頭暈、眼紅、咽喉腫痛、偏頭痛等疾病。 （3）由於三焦與腎臟腑別通，故本穴能補腎虛，對於老年性耳鳴，一般針刺後即刻見效。,,此為“手足同名經”效穴組成的特效對穴。手足少陽經相通，中渚穴是治療五官疾病的要穴，風市是治療耳鳴的特效驗穴，兩穴合用，效果較好。筆者用此對穴治療很多耳鳴、重聽患者，效果較好，稱為“耳鳴二針”。 筆者按：針刺時加耳旁之聽會穴做牽引效果更佳，這是治療耳鳴的最佳組合。,耳鳴,116
五官科,耳,61,中耳炎二針,制汙穴,董氏奇穴：制汙穴位於大指背中央線上，共計三穴，取穴採用四分點法。（附圖39）,本穴處容易充血出血，用醫用採血片刺出黑血，一穴足以，效果更好。,"(1) 制汙穴位於肺經, 可治療皮膚病。其所在位置與井穴相近, 適合用刺血之法, 是治療中耳炎、帶狀皰疹、內部膿腫的有效穴位。 （2）維傑新制汙穴僅刺血一針（制汙穴原由三個穴位組成），療效更好，蓋第1指節皆屬於井穴範圍，第2指節以下屬於滎穴範圍，在此處刺血則井滎並治，肺屬金主皮膚，井能開竅，滎穴屬火應心，“諸痛癢瘡，皆屬於心”，所以制汙穴治療膿性炎症有效。 (3) 制汙穴能調營衛氣血。根據筆者經驗, 一般治療潰瘍如果不便刺血時, 可用麥冬養榮湯, 此方是清代名醫唐宗海創制, 能治氣血, 調和營衛, 治療難以癒合的傷口, 確有良效。制汙穴針方對應麥冬養榮湯。",images/圖1-30_制汙穴.jpg,這是特效穴配合區域性牽引組成的特效對針。制汙穴位於井穴、滎穴之間，井穴能開竅，滎穴屬火應心，“諸痛癢瘡，皆屬於心”，針刺制汙穴能調和營衛，配合耳旁之聽宮穴作為牽引針，治療中耳炎效果很好。制汙穴配聽宮穴稱為“聤耳二針”。,中耳炎,117
五官科,耳,61,中耳炎二針,聽宮,在面部，耳屏前，下頜骨髁狀突的後方，張口時呈凹陷處。（附圖 13）,直刺，從前外側向後內側，針刺3~5分。,"(1) 聽宮穴位於手太陽經, 也是手足少陽經的交會之處, 功能開竅清熱。 (2) 根據經絡循行, 針刺聽宮穴可治療聽力下降、耳鳴、中耳炎等。",,這是特效穴配合區域性牽引組成的特效對針。制汙穴位於井穴、滎穴之間，井穴能開竅，滎穴屬火應心，“諸痛癢瘡，皆屬於心”，針刺制汙穴能調和營衛，配合耳旁之聽宮穴作為牽引針，治療中耳炎效果很好。制汙穴配聽宮穴稱為“聤耳二針”。,中耳炎,117
五官科,鼻,62,鼻塞二針,門金穴,門金穴在第 2 蹠骨與第 3 蹠骨連線部之直前陷中，即胃經陷谷穴後骨前陷中。（附圖 51）,針刺深度 0.5~1 寸。針入得氣後，囑患者深呼吸幾次。留針 30 分鐘，每 10 分鐘捻針 1 次，捻針時囑患者深呼吸幾次。,(1)門金的位置與胃經輸穴相鄰。穴名中的“金”指“肺、大腸”和“氣”的功能。金者肺也，所以針刺本穴可升調氣機。 （2）胃經循行經過鼻，故針刺本穴治療鼻塞有效，本穴還可以治療鼻痛、鼻炎等病。,images/圖6-4_門金穴.jpg,這是手足陽明經特效穴遠近合用組成的對針。手足陽明經皆通於鼻，門金在輸穴位置，太極全息對應五官，是治療五官病的要穴，又能補氣理氣。迎香在鼻旁，為治療鼻病要穴，可作為門金之牽引針，兩穴合用治療鼻塞不通確有特效。門金穴配迎香穴稱為“鼻塞二針”。 筆者按：木穴為治療鼻塞之特效穴，以門金或迎香配木穴治療鼻塞亦為特效對針。木穴當掌麵食指內側，距中央線2分之直線上，取穴採用三分點法，上穴距第二節橫紋三分三，下穴距第二節橫紋六分六，共2穴，筆者一般只取下木穴。針刺時，針刺深度2~3分。針入得氣後，囑患者深呼吸幾次。留針30分鐘，每10分鐘捻針1次，捻針時仍囑患者深呼吸幾次。,鼻塞,118
五官科,鼻,62,鼻塞二針,迎香,在面部，鼻翼外緣中點旁，當鼻唇溝中。（附圖5）,取雙側穴位。先直刺迎香穴皮下，再沿鼻唇溝向內上橫刺，進針約1寸，得氣後施以捻轉手法，中刺激，留針30分鐘。本法刺激性較強，一般針刺後即可緩解症狀，改善鼻部通氣功能。,歷代諸醫家皆認為本穴是治療鼻病之要穴，對於各種鼻炎皆有效果。《銅人腧穴針灸圖經》中說：“迎香：治鼻有息肉，不聞香臭，衄血……”《針灸大成》中說：“迎香：主鼻塞不聞香臭……”迎香治鼻病、嗅覺不敏、鼻塞不聞香臭極效。,,這是手足陽明經特效穴遠近合用組成的對針。手足陽明經皆通於鼻，門金在輸穴位置，太極全息對應五官，是治療五官病的要穴，又能補氣理氣。迎香在鼻旁，為治療鼻病要穴，可作為門金之牽引針，兩穴合用治療鼻塞不通確有特效。門金穴配迎香穴稱為“鼻塞二針”。 筆者按：木穴為治療鼻塞之特效穴，以門金或迎香配木穴治療鼻塞亦為特效對針。木穴當掌麵食指內側，距中央線2分之直線上，取穴採用三分點法，上穴距第二節橫紋三分三，下穴距第二節橫紋六分六，共2穴，筆者一般只取下木穴。針刺時，針刺深度2~3分。針入得氣後，囑患者深呼吸幾次。留針30分鐘，每10分鐘捻針1次，捻針時仍囑患者深呼吸幾次。,鼻塞,118
五官科,鼻,63,鼻炎二針,合谷,在手背，第1、第2掌骨間，當第2掌骨橈側的中點處。（附圖2）,直刺，針尖偏向第2掌骨上方。針刺0.5~1寸。針刺得氣後，囑患者深呼吸幾次。留針30分鐘，每10分鐘捻針1次，捻針時囑患者深呼吸幾次。,（1）合谷穴是大腸經原穴，大腸經之支脈從缺盆上入頸，透過頸部入下齒齦，迴繞上唇，在人中交會，左至右，右至左，上夾鼻孔，再與足陽明胃經交會，透過這個經絡關係，整個頭面皆為其治療所及，因此合谷是治療牙齒、眼睛、鼻子、喉嚨等部位疾病的有效穴位。所以說“面口合谷收”。 （2）從經絡關係來看，大腸經與肺經相表裡，合谷是治療鼻竇炎、鼻炎的常用穴位。 （3）合谷與太沖同用稱為“四關穴”，兩者分別為陰陽經上的“原穴”，可通陰陽。筆者在臨床中，經常將兩穴合用治療鼻息肉、鼻塞、鼻水倒流等。,,此為循經內外合治組成的對針。合谷為大腸經原穴，理氣作用甚好，且大腸經循行至鼻旁。太沖為肝經原穴，肝經循行鼻咽內部。兩穴結合，內外並治，治療鼻炎甚效。合谷穴配太沖穴稱為“鼻炎二針”。,鼻炎,119
五官科,鼻,63,鼻炎二針,太沖,在足背側，當第1蹠骨間隙的後方凹陷處，距行間穴後1寸處。（附圖31）,針刺深度 0.5~1 寸。針刺得氣後，囑患者深呼吸幾次。留針 30 分鐘，每 10 分鐘捻針 1 次，捻針時仍囑患者深呼吸幾次。,太沖是肝經輸穴和原穴。肝經循行至鼻咽部，經過咽喉及鼻內道，故針刺本穴可治療鼻炎、鼻衄等鼻病。,,此為循經內外合治組成的對針。合谷為大腸經原穴，理氣作用甚好，且大腸經循行至鼻旁。太沖為肝經原穴，肝經循行鼻咽內部。兩穴結合，內外並治，治療鼻炎甚效。合谷穴配太沖穴稱為“鼻炎二針”。,鼻炎,119
五官科,鼻,64,鼻衄二針 A,行間,在足背側，當第1、第2趾間，趾蹼緣的後方赤白肉際處。（附圖31）,用毫針斜刺1寸許，強刺激1分鐘。右鼻出血者針左足，左鼻出血者針右足。兩鼻孔出血者針刺兩足。留針5~15分鐘。,（1）流鼻血通常是因肺胃有熱或木火刑金引起。行間是肝經上的滎火穴，有清虛熱、滋陰血之功效。 （2）行間屬火，火為木之子，根據“實則瀉其子”原則，凡肝之實熱證，皆可針刺行間穴治療。以瀉法行針，可平降肝氣，引火下行而止鼻血，結合《黃帝內經》中“病在上者取之下，病在下者取之上，病在左者取之右，病在右者取之左，盛則瀉之”的治療原則。一般在行針操作1~3分鐘後，鼻血可止。,,此為循經內外上下合治組成的特效對針。行間為肝經穴位，肝經循行鼻咽內部，且肝藏血，故能治鼻病。虎口臨近大腸經，可治療鼻外部疾病，虎口透過大腸與肝通，亦能治療鼻內部疾病。兩穴合用，治療鼻衄甚效。,鼻衄,120
五官科,鼻,64,鼻衄二針 A,虎口,位於第1、第2掌骨之間，於指蹼中點上方赤白肉際處（合谷前1寸）。（附圖2）,毫針刺法。“左病刺右，右病刺左”，雙鼻孔出血可取雙側虎口穴。針刺時斜向合谷方向刺0.5~0.8寸深，施平補平瀉手法以得氣為度，留針15分鐘，每5分鐘行針1次。每日1次，3次為1個療程。,"（1）虎口穴為經外奇穴。本穴是手太陰肺經與手陽明大腸經交會之處。針刺本穴可清洩太陰經、陽明經之熱邪。 (2) 虎口也是董氏奇穴肝叉穴所在的地方。肝藏血, 故本穴治療鼻衄有效。",,此為循經內外上下合治組成的特效對針。行間為肝經穴位，肝經循行鼻咽內部，且肝藏血，故能治鼻病。虎口臨近大腸經，可治療鼻外部疾病，虎口透過大腸與肝通，亦能治療鼻內部疾病。兩穴合用，治療鼻衄甚效。,鼻衄,120
五官科,鼻,65,鼻衄二針 B,合谷,在手背，第1、第2掌骨間，當第2掌骨橈側的中點處。手平伸，使患者五指併攏，在歧骨間肌肉隆起之最高點處取穴。（附圖2）,直刺，針尖偏向第2掌骨上方。針刺深度5~8分。待有強烈麻、脹、酸針感且向手指、肘、肩部放射為佳。留針30分鐘，每5~10分鐘運針1次。,(1) 合谷是手陽明經的原穴，有調控大腸經氣的功能。 （2）此外，大腸經之支脈從缺盆上入頸，透過頸部入下齒齦，迴繞上唇，在人中交會，左至右，右至左，上挾鼻孔。故用瀉法針刺合谷可治療肺、胃經有熱導致的鼻衄。,,此為循經遠近合治組成的特效對針。合谷是手陽明經的原穴，有調控大腸經氣的功能，下有合谷脈，故又可調和營衛。大腸經循行至鼻旁，根據“經絡所至，主治所及”，所以迎香能治療鼻衄。兩穴合用治療鼻衄甚效。,鼻衄,120
五官科,鼻,65,鼻衄二針 B,迎香,在面部，鼻翼外緣中點旁開5分，當鼻唇溝中。（附圖5）,先刺患側，針刺時毫針針尖向內上方斜刺3~5分。療效欠佳時，可加刺健側迎香穴。得氣後施以捻轉手法，中刺激。留針15分鐘（大量出血者可留針30分鐘）。留針期間應每隔3~5分鐘行針1次。對於慢性反覆出血者每日針1次，急性大出血者可每隔1~2小時針1次，直至痊癒。,（1）迎香穴位於大腸經，大腸經與肺經表裡相通。針刺迎香可治療肺經與大腸經之疾患。 （2）迎香穴緊鄰鼻旁，可治療鼻部疾病。針刺迎香可治療肺火、胃火旺盛引起的鼻衄。《銅人腧穴針灸圖經》中說：“迎香，治鼻有息肉，不聞香臭，衄血……”筆者在臨床上也針刺迎香穴治療鼻息肉、失去嗅覺、鼻衄等，一般來說多取患側穴位。,,此為循經遠近合治組成的特效對針。合谷是手陽明經的原穴，有調控大腸經氣的功能，下有合谷脈，故又可調和營衛。大腸經循行至鼻旁，根據“經絡所至，主治所及”，所以迎香能治療鼻衄。兩穴合用治療鼻衄甚效。,鼻衄,120
五官科,口,66,咀嚼肌痙攣二針,陷谷,在足第2趾外方直上，足第2、第3蹠骨結合部前凹陷中。（附圖9）,向足心刺或直刺亦可，針刺深度1寸。若一側痛，則針對側（即健側），雙側痛，則雙側陷谷均針，針入後，令患者練習張口，儘量張大，留針30分鐘，每5~10分鐘捻針1次。並囑患者每隔幾分鐘即練習張口。,"（1）陷谷是胃經的輸穴。胃經循行“循頤後下廉，出大迎，循頰車，上耳前，過客主人，循髮際，至額顱”，從此經絡循行途徑可看出“頤”“頰”皆為胃經循行所過之處。 （2）陷谷是胃經的輸穴，五行屬木。輸穴主治“體重節痛”，故陷谷可治療身體沉重和疼痛。陷谷又是土經的木穴，因此可治療胃經循行沿線上的痙攣症，治療面部咀嚼肌痙攣甚效。 (3) 陷谷穴向後之骨前陷中即為門金穴, 門金穴兼有土木之性, 貼骨進針可治療肌肉、筋骨疾病。",,這是五行及全息對應組成的特效對針。門金穴兼土木水三性，火主亦兼土木水三性，兩穴合用，筋、骨、肉皆治。門金穴及火主穴經絡及太極全息對應五官，合用治療咀嚼肌痙攣、口難張開甚效，稱為“口緊二針”或“顳頜二針”。筆者用此對針治療數十例咀嚼肌痙攣患者，皆很快見效。,咀嚼肌痙攣,122
五官科,口,66,咀嚼肌痙攣二針,火主穴,在肝經太沖穴後之骨陷中，當第1蹠骨與第2蹠骨骨間腔中，即在太沖穴後5分貼骨處。（附圖51）,自上向下直刺，針刺深度 0.5~1 寸。針入後，令患者練習張口，儘量張大口，留針 30 分鐘，每 5~10 分鐘捻針 1 次。並囑患者每隔幾分鐘即練習張口動作。,"(1) 火主穴位於肝經, 肝主筋, 貼骨下針應腎, 本穴可治療肌肉、筋骨疾病。 (2) 顳頜關節紊亂, 張口困難, 與筋肌和骨骼有關。肝經繞口腔 1 周, 故本穴可治療咀嚼肌痙攣。",images/圖6-3_火主穴.jpg,這是五行及全息對應組成的特效對針。門金穴兼土木水三性，火主亦兼土木水三性，兩穴合用，筋、骨、肉皆治。門金穴及火主穴經絡及太極全息對應五官，合用治療咀嚼肌痙攣、口難張開甚效，稱為“口緊二針”或“顳頜二針”。筆者用此對針治療數十例咀嚼肌痙攣患者，皆很快見效。,咀嚼肌痙攣,122
五官科,口,67,口腔潰瘍二針,液門,在手背部，當第4、第5指間，指蹼緣後方赤白肉際處。（附圖23）,握拳，從手背第4、第5指縫尖上方處取穴，避開可見淺靜脈，用毫針順掌骨間隙刺入0.5~1寸，捻轉數次，以得氣為度。留針30分鐘，每10分鐘運針1次。,液門穴是手少陽三焦經的滎穴，滎主身熱，針刺液門可治療三焦經之熱證。根據筆者經驗，該穴可治療中、上焦壅熱引起的五官咽喉之疾（《醫宗金鑑》《百症賦》），如口腔炎、舌炎、口腔黏膜潰瘍等。,,此為經絡（三焦、心包、脾胃）及五行穴位組成的特效對針。液門穴是手少陽三焦經的滎穴，滎主身熱，該穴可治療中、上焦壅熱引起的五官咽喉之疾。大陵是心包經上的子穴，根據“實則瀉其子”的原則，大陵可以清熱瀉火，大陵又透過心包與胃臟腑別通，可以清胃火。兩穴合用，可治療胃火及心火引起的口腔潰瘍。若以三叉三穴代液門效果更佳，當針至少府（心經滎穴）時清火效果更好。大陵配液門穴稱為“口瘡二針”。,口腔潰瘍,123
五官科,口,67,口腔潰瘍二針,大陵,在腕掌橫紋的中點處，當掌長肌腱與橈側腕屈肌腱之間。（附圖22）,直刺，從掌側面向背側面刺入，深度3~5分。留針30分鐘，每10分鐘運針1次。,（1）大陵是心包經的子穴，根據“實則瀉其子”的原則，大陵可治療心包經的實證。瀉此穴可清熱瀉火、安神定志。心火熾盛可導致胃火上炎，輕者造成口腔潰瘍、口臭，重者出現口瘡、舌瘡。針刺大陵可以降心包之火，進而瀉心火、胃火。 （2）大陵穴為火經土穴，可心脾兩治，口瘡多因思慮過度或心脾兩虛所致，針刺本穴能治療口瘡。 （3）在《玉龍歌》《玉龍賦》《勝玉歌》中都提及大陵可治療口臭。臨床上大陵與人中穴並用，效果更佳。,,此為經絡（三焦、心包、脾胃）及五行穴位組成的特效對針。液門穴是手少陽三焦經的滎穴，滎主身熱，該穴可治療中、上焦壅熱引起的五官咽喉之疾。大陵是心包經上的子穴，根據“實則瀉其子”的原則，大陵可以清熱瀉火，大陵又透過心包與胃臟腑別通，可以清胃火。兩穴合用，可治療胃火及心火引起的口腔潰瘍。若以三叉三穴代液門效果更佳，當針至少府（心經滎穴）時清火效果更好。大陵配液門穴稱為“口瘡二針”。,口腔潰瘍,123
五官科,咽,68,咽炎二針,液門,在手背部，當第4、第5指間，指蹼緣後方赤白肉際處。（附圖23）,用毫針順掌骨間隙刺入0.5~1寸，進針時避開可見淺靜脈，待得氣後用平補平瀉法，留針45分鐘，每15分鐘運針1次。,"（1）液門為滎穴，全息對應頭面、眼、鼻、喉等，是治療咽喉疾病的有效穴位。 (2) 液門善於清火, 善治五官之炎症, 是治療五官病的常用穴位。",,此為經絡、全息、五行組成的特效對針。液門全息對應頭面、眼、鼻、喉等，又為三焦經滎穴，善於清火，對五官炎症疾病有效。魚際是肺經的滎穴，能清熱瀉火，素為治療喉病的經驗穴。兩穴合用治療喉痛甚效。據筆者經驗，治療喉部疾病時不必雙手四穴皆針，針左手魚際可配右手液門，針右手魚際配左手液門。兩邊各針一穴即可，捻針時，雙手齊捻，並令患者吞嚥唾液，動引其氣，兩穴之氣，在喉部交應，針刺可立止喉痛。液門配魚際稱為“喉痛二針”或“咽炎二針”。,咽炎,124
五官科,咽,68,咽炎二針,魚際,在手拇指本節（第1掌指關節）後凹陷處，約當第1掌骨中點橈側，赤白肉際處。（附圖1）,仰掌取穴。針刺時，針尖微斜向掌內刺入。針刺深度5分。捻針時，令患者吞嚥唾液，動引其氣，與液門之氣在喉部交應，即可止喉痛。留針45分鐘，中間每15分鐘運針1次。,（1）魚際是肺經的滎穴，五行屬火。“滎主身熱”，針魚際穴能清熱瀉火，可治療咽喉腫痛、急性扁桃體炎等實熱鬱肺所致的疾病。 （2）魚際自古以來就是治療喉病的經驗效穴，如喉嚨灼熱疼痛、口乾口渴等，皆可用魚際治之。《針灸甲乙經》中雲：“喉中焦乾渴，魚際主之。”《百症賦》中曰：“喉痛兮，液門魚際去療。”,,此為經絡、全息、五行組成的特效對針。液門全息對應頭面、眼、鼻、喉等，又為三焦經滎穴，善於清火，對五官炎症疾病有效。魚際是肺經的滎穴，能清熱瀉火，素為治療喉病的經驗穴。兩穴合用治療喉痛甚效。據筆者經驗，治療喉部疾病時不必雙手四穴皆針，針左手魚際可配右手液門，針右手魚際配左手液門。兩邊各針一穴即可，捻針時，雙手齊捻，並令患者吞嚥唾液，動引其氣，兩穴之氣，在喉部交應，針刺可立止喉痛。液門配魚際稱為“喉痛二針”或“咽炎二針”。,咽炎,124
五官科,咽,69,扁桃體炎二針,少商,在手拇指末節橈側，距指甲角0.1寸（指寸）。（附圖1）,消毒穴位後，捏緊拇指，先使其充血，另一手持三稜針（或採血片）對準穴位快速刺入，就會自然出血。待出血3~5滴，血由暗紅變淡為宜。,（1）急性扁桃體炎是由於熱毒壅肺所致。在少商用三稜針刺血治療咽喉腫痛非常有效。 (2) 少商是治療急性扁桃體炎的有效穴位。《玉龍歌》中雲：“乳蛾之證少人醫，必用金針疾始除，如若少商出血後，即時安穩免災危。”《針灸大成》中說：“主頜腫喉閉……小兒乳蛾。”《醫宗金鑑》中說：“少商惟針雙蛾痺，血出喉開功最奇。”,,此為相關經絡井穴組成的特效對針。急性扁桃體炎是由於熱毒壅肺所致。少商治療咽喉腫痛非常有效。大腸經與肺經相表裡，商陽穴具有清熱利咽的作用，在少商及商陽用三稜針刺血，有特殊功效。商陽穴配少商稱為“扁桃體二針”。,扁桃體炎,125
五官科,咽,69,扁桃體炎二針,商陽,在手食指末節橈側，距指甲角0.1寸（指寸）。（附圖2）,斜刺，針尖略向上方刺入。針深度約1分，刺血法同少商。,手陽明大腸經經別上行喉嚨，且大腸經與肺經相表裡，故針刺商陽能宣肺解表、清熱利咽。在商陽穴處點刺出血，治療咽喉腫痛有特效。,,此為相關經絡井穴組成的特效對針。急性扁桃體炎是由於熱毒壅肺所致。少商治療咽喉腫痛非常有效。大腸經與肺經相表裡，商陽穴具有清熱利咽的作用，在少商及商陽用三稜針刺血，有特殊功效。商陽穴配少商稱為“扁桃體二針”。,扁桃體炎,125
五官科,咽,70,梅核氣二針,間使,在前臂掌側，當曲澤與大陵的連線上，腕橫紋上3寸，掌長肌腱與橈側腕屈肌腱之間。（附圖22）,仰掌取穴。直刺，從掌側面向背側面刺入。針刺深度 5~8 分。進針後囑患者吞嚥口水動引其氣 1 分鐘。留針 30 分鐘，每 10 分鐘捻針 1 次，並囑患者繼續吞嚥口水動引其氣 1 分鐘。,"（1）間使為經穴，位於心包經，五行屬金。所謂“病變於音者取之經”，經穴可用於治療與聲音變化有關的疾病，如舌、咽喉等病變。 （2）間使也是十三鬼穴之一，臨床上可用於治療心血瘀阻、心神不寧所致的病證，包括梅核氣等與情緒有關的病證。 (3) 根據筆者臨床經驗, 梅核氣可用行氣化痰的藥方如半夏厚朴湯治療, 心包經亦主痰, 針刺心包經穴位可以治療痰氣交阻的情志疾病。 （4）臨床上常用間使治療咽喉哽塞、發不出聲、咽喉卡滯等病變。《備急千金要方》雲：“間使主嗌中如扼。”《外臺秘要》中亦說：“間使主喑不解語，咽中哽。”",,此為經絡、五行（五輸穴）組成的特效對針。間使為心包經經金穴，善治與聲音變化有關的疾病，亦善治精神方面疾病。太沖是肝經的輸穴，五行屬土，且肝經循行經過喉嚨內部。兩穴合用治療梅核氣甚效。,梅核氣,126
五官科,咽,70,梅核氣二針,太沖,在足背側，當第1、第2蹠骨間隙的後方凹陷處。（附圖31）,取雙側太沖穴，針刺深度0.5~1寸。進針後囑患者吞嚥口水動引其氣1分鐘。留針30分鐘，每10分鐘捻針1次，並囑患者繼續吞嚥口水動引其氣1分鐘。,（1）太沖是治療喉嚨疾病的有效穴位。梅核氣多因肝鬱克脾，脾虛生痰溼，痰氣鬱結所致，本穴可治療痰氣阻隔胸膈喉部的疾病。 （2）太沖是肝經的輸穴，五行屬土，能治療肝脾不和、情志不舒所致之病，故治療梅核氣甚效。,,此為經絡、五行（五輸穴）組成的特效對針。間使為心包經經金穴，善治與聲音變化有關的疾病，亦善治精神方面疾病。太沖是肝經的輸穴，五行屬土，且肝經循行經過喉嚨內部。兩穴合用治療梅核氣甚效。,梅核氣,126
皮膚及外科,,71,皮膚瘙癢症二針 A,耳尖,折耳向前，耳郭上方的尖端處。（附圖58）,先按摩患側耳尖，使之充血，然後消毒，用三稜針或醫用採血片，在耳輪之外緣最高點輕輕點刺出血，擠出血3~5滴，或待血擠不出為止，隔日1次。,由於太陽經循行入耳，少陽經循行繞耳1周，且太陽主表，少陽主風，所以刺血耳尖穴能治療表證和風病，如感冒、發熱、扁桃體炎及扁桃體肥大、皮膚瘙癢等均非常有效。,,此為經絡及五行（五輸穴）組成的特效對穴。太陽經循行入耳，少陽經循行繞耳1周，太陽主表，少陽主風，所以針刺耳尖穴能治療表證和風病。心經之少府（火）穴，為滎火穴，為火中之火，也就是真火穴，清火散熱作用極強，又“諸痛癢瘡，皆屬於心”，因此少府善治皮膚瘙癢症。兩穴合用治療皮膚瘙癢症甚效。,皮膚瘙癢症,128
皮膚及外科,,71,皮膚瘙癢症二針 A,少府,在手掌面，第4、第5掌骨之間，握拳時，當小指尖處。（附圖22）,手心向上。針刺深度 3~5 分。用平補平瀉法，留針 30 分鐘，每 10 分鐘運針 1 次。,（1）心經之少府（火）穴是滎穴（火），為火中之火，也就是真火穴，故本穴清火散熱的作用非常強。 （2）此外，《黃帝內經》中說：“病變於色者，取之滎。”當皮膚出現問題時，大多時候皮膚顏色會發生變化。針刺少府穴具有鎮靜和止癢的功效，一則《黃帝內經》中說“諸痛癢瘡，皆屬於心”，二則因本穴是滎穴又屬火，故可以清解火熱（許多皮膚瘙癢症都是由血熱引起）。,,此為經絡及五行（五輸穴）組成的特效對穴。太陽經循行入耳，少陽經循行繞耳1周，太陽主表，少陽主風，所以針刺耳尖穴能治療表證和風病。心經之少府（火）穴，為滎火穴，為火中之火，也就是真火穴，清火散熱作用極強，又“諸痛癢瘡，皆屬於心”，因此少府善治皮膚瘙癢症。兩穴合用治療皮膚瘙癢症甚效。,皮膚瘙癢症,128
皮膚及外科,,72,皮膚瘙癢症二針 B,血海,屈膝，在大腿內側，髕底內側端上2寸，當股四頭肌內側頭的隆起處。（附圖7）,直刺，從前向後刺入。針刺深度 5 分。,本穴又稱血郄，是治療各種血虛證的重要穴位，功能理血祛風清熱，擅長治療各種瘡瘍病，治療各種因血熱引起的皮膚病及老年性皮膚瘙癢症效果很好。,,此為五輸穴（滎穴清熱）配理血清血效穴組成的特效對針。血海為總治各種血疾之要穴，可治療各類因血熱引起的皮膚病及老年性皮膚瘙癢症。少府為火（心經屬火）中之火，為真火穴，清火散熱之功很強，治療皮膚瘙癢症甚效。兩穴合用為治療皮膚瘙癢症的特效對針。,皮膚瘙癢症,128
皮膚及外科,,72,皮膚瘙癢症二針 B,少府,在手掌面，第4、第5掌骨之間，握拳時，當小指尖處。（附圖22）,手心向上，針刺深度3~5分。用平補平瀉法，留針30分鐘，中間每10分鐘運針1次。,（1）心經之少府（火）穴是滎穴（火），為火中之火，也就是真火穴，故本穴清火散熱之作用非常強。 （2）此外，《黃帝內經》中說：“病變於色者，取之滎。”當皮膚出現問題時，大多時候皮膚顏色會發生變化。少府穴具有鎮靜和止癢的功效，一則《黃帝內經》中說“諸痛癢瘡，皆屬於心”，二則因本穴是滎穴又屬火，故可以清解火熱（許多皮膚瘙癢症都是由血熱引起）。,,此為五輸穴（滎穴清熱）配理血清血效穴組成的特效對針。血海為總治各種血疾之要穴，可治療各類因血熱引起的皮膚病及老年性皮膚瘙癢症。少府為火（心經屬火）中之火，為真火穴，清火散熱之功很強，治療皮膚瘙癢症甚效。兩穴合用為治療皮膚瘙癢症的特效對針。,皮膚瘙癢症,128
皮膚及外科,,73,蕁麻疹二針 A,曲池,在肘橫紋外側端，屈肘，當尺澤與肱骨外上髁連線中點。（附圖4）,直刺，從上向下。針刺深度0.5~1寸。捻轉進針，中度刺激，得氣後（有針感後）留針30分鐘，每10分鐘捻針1分鐘。,此穴為手陽明大腸經之合穴，陽明經多氣多血，基於“肺與大腸相表裡”和“合治腑病”的理論，本穴有疏風清熱、疏通經絡、調和氣血的作用，是治療全身皮膚病的要穴，治療蕁麻疹甚效。,,此為兩個理血祛風止癢之效穴組成的對穴。曲池透過“肺與大腸表裡”及“合治腑病”的理論，有疏風清熱、疏通經絡、調和氣血的作用。曲池和血海皆為治療各類瘡瘍的要穴。兩穴合用止癢效果非常迅速，為治療蕁麻疹之特效對針。曲池配血海稱為“風疹二針”。,蕁麻疹,129
皮膚及外科,,73,蕁麻疹二針 A,血海,屈膝，在大腿內側，髕底內側端上2寸，當股四頭肌內側頭的隆起處。（附圖7）,用毫針略向上斜刺，進針1~1.5寸。得氣後施以捻轉手法，強刺激，留針30分鐘，每10分鐘捻針1次，隔日針1次。,本穴是氣血交會之處，為治療血病之要穴，且善於理血祛風、清除血熱，可治療各類瘡瘍，如溼瘡、老年皮膚瘙癢症等疾病。針刺本穴止癢效果非常迅速。,,此為兩個理血祛風止癢之效穴組成的對穴。曲池透過“肺與大腸表裡”及“合治腑病”的理論，有疏風清熱、疏通經絡、調和氣血的作用。曲池和血海皆為治療各類瘡瘍的要穴。兩穴合用止癢效果非常迅速，為治療蕁麻疹之特效對針。曲池配血海稱為“風疹二針”。,蕁麻疹,129
